outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction,,,,,,,,,
death,22-Mar,202212,all_ages_adj,all_types,184,137101117.7,275,53186817.5,0.134207513,0.517045413,3.852581736,0.091639884,1.007599661,10.99520887,0,,,,,,,,,
death,22-Mar,202213,11-May,all_types,0,4867963,0,13217747,0,0,,,,,0,,,,,,,,,
death,22-Mar,202213, 12-17,all_types,0,9371492,1,6242081,0,0.0160203,,,,,0,,,,,,,,,
death,22-Mar,202213,18-29,all_types,1,21264975,1,11607904.45,0.00470257,0.0086148,1.831939183,,,,1,,,,,,,,,
death,22-Mar,202213,30-49,all_types,5,39328445,11,12485937.15,0.0127134,0.088099114,6.929602317,,,,1,,,,,,,,,
death,22-Mar,202213,50-64,all_types,18,32089878,33,6276516.6,0.0560925,0.525769342,9.373263348,,,,1,,,,,,,,,
death,22-Mar,202213,65-79,all_types,59,23551715.2,67,2116139.35,0.25051254,3.166143099,12.63866111,,,,1,,,,,,,,,
death,22-Mar,202213,80+,all_types,87,6842465.45,85,1063143.95,1.271471528,7.995154372,6.288111214,,,,1,,,,,,,,,
death,22-Mar,202213,all_ages_adj,Janssen,7,10409938,198,50455231.5,0.067243436,0.392427096,5.835916777,0.079274023,0.719504583,9.076170924,0,,,,,,,,,
death,22-Mar,202213,all_ages_adj,Moderna,77,47595711,198,52599146.5,0.161779283,0.376431964,2.326824279,0.08288235,0.719504583,8.681035065,0,,,,,,,,,
death,22-Mar,202213,all_ages_adj,Pfizer,86,79300758,198,53009469.5,0.108447892,0.373518169,3.444217901,0.08805905,0.719490985,8.170551294,0,,,,,,,,,
death,22-Mar,202213,all_ages_adj,all_types,170,137316933.7,198,53009469.5,0.123801192,0.373518169,3.017080568,0.084613529,0.719490985,8.5032618,0,,,,,,,,,
death,22-Apr,202214,11-May,all_types,0,4921174,1,13195183,0,0.00757852,,,,,0,,,,,,,,,
death,22-Apr,202214, 12-17,all_types,0,9394275,0,6225572,0,0,,,,,0,,,,,,,,,
death,22-Apr,202214,18-29,all_types,2,21281708,2,11590301.45,0.0093977,0.0172558,1.836165184,,,,1,,,,,,,,,
death,22-Apr,202214,30-49,all_types,2,39387545,10,12450676.15,0.00507775,0.080316923,15.81743213,,,,1,,,,,,,,,
death,22-Apr,202214,50-64,all_types,16,32122855,38,6254406.6,0.0498088,0.607571628,12.19808457,,,,1,,,,,,,,,
death,22-Apr,202214,65-79,all_types,62,23559228.2,57,2097253.35,0.263166516,2.717840455,10.3274554,,,,1,,,,,,,,,
death,22-Apr,202214,80+,all_types,89,6845656,66,1055881.95,1.300094542,6.250698764,4.807880168,,,,1,,,,,,,,,
death,22-Apr,202214,all_ages_adj,Janssen,11,10420536,174,52460822.5,0.105560789,0.331676081,3.142038673,0.103594829,0.623672673,6.02030699,0,,,,,,,,,
death,22-Apr,202214,all_ages_adj,Moderna,83,47638123,174,52460822.5,0.174230206,0.331676081,1.903665775,0.087345124,0.623672673,7.14032617,0,,,,,,,,,
death,22-Apr,202214,all_ages_adj,Pfizer,77,79456292,174,52869274.5,0.096908625,0.329113652,3.396123431,0.079127563,0.623649768,7.881574275,0,,,,,,,,,
death,22-Apr,202214,all_ages_adj,all_types,171,137512441.2,174,52869274.5,0.124352385,0.329113652,2.646621152,0.084190911,0.623649768,7.407566437,0,,,,,,,,,
death,22-Apr,202215,11-May,all_types,0,4964193,1,13171124,0,0.00759237,,,,,0,,,,,,,,,
death,22-Apr,202215, 12-17,all_types,0,9412994,1,6212771,0,0.0160959,,,,,0,,,,,,,,,
death,22-Apr,202215,18-29,all_types,1,21314646,3,11548098.45,0.00469161,0.0259783,5.53718331,,,,1,,,,,,,,,
death,22-Apr,202215,30-49,all_types,7,39424783,13,12413048.15,0.0177553,0.104728507,5.89842666,,,,1,,,,,,,,,
death,22-Apr,202215,50-64,all_types,29,32147049,37,6230446.6,0.090210458,0.593857911,6.583027362,,,,1,,,,,,,,,
death,22-Apr,202215,65-79,all_types,63,23576367.2,58,2078349.8,0.267216741,2.790675564,10.44349077,,,,1,,,,,,,,,
death,22-Apr,202215,80+,all_types,99,6850910,74,1048428.95,1.445063503,7.058179765,4.884338822,,,,1,,,,,,,,,
death,22-Apr,202215,all_ages_adj,Janssen,12,10429352,187,52295572.95,0.115059881,0.35758285,3.10779784,0.104156283,0.66869473,6.420109376,0,,,,,,,,,
death,22-Apr,202215,all_ages_adj,Moderna,82,47682049,187,52295572.95,0.171972475,0.35758285,2.0793028,0.088725153,0.66869473,7.536698551,0,,,,,,,,,
death,22-Apr,202215,all_ages_adj,Pfizer,105,79590490,187,52702266.95,0.131925309,0.354823447,2.689578283,0.108965894,0.66865836,6.13640043,0,,,,,,,,,
death,22-Apr,202215,all_ages_adj,all_types,199,137690942.2,187,52702266.95,0.144526573,0.354823447,2.455074104,0.09965336,0.66865836,6.709842585,0,,,,,,,,,
death,22-Apr,202216,11-May,all_types,0,4998681,1,13141559,0,0.00760945,,,,,0,,,,,,,,,
death,22-Apr,202216, 12-17,all_types,0,9428878,0,6194142,0,0,,,,,0,,,,,,,,,
death,22-Apr,202216,18-29,all_types,0,21343866,0,11517197.45,0,0,,,,,1,,,,,,,,,
death,22-Apr,202216,30-49,all_types,4,39457428,8,12383116.15,0.0101375,0.064604094,6.372778471,,,,1,,,,,,,,,
death,22-Apr,202216,50-64,all_types,20,32183746,27,6210141.6,0.0621432,0.434772695,6.996306992,,,,1,,,,,,,,,
death,22-Apr,202216,65-79,all_types,53,23631251.2,43,2062021.8,0.22427928,2.085331979,9.297925249,,,,1,,,,,,,,,
death,22-Apr,202216,80+,all_types,131,6867070,79,1041307.95,1.907654939,7.586612587,3.976931274,,,,1,,,,,,,,,
death,22-Apr,202216,all_ages_adj,Janssen,16,10437256,158,52144880.95,0.153296997,0.303001938,1.976567999,0.174358442,0.572356301,3.282641753,0,,,,,,,,,
death,22-Apr,202216,all_ages_adj,Moderna,79,47752645,158,52144880.95,0.165435862,0.303001938,1.831537214,0.085756974,0.572356301,6.674166226,0,,,,,,,,,
death,22-Apr,202216,all_ages_adj,Pfizer,113,79739730,158,52549485.95,0.141711039,0.300668974,2.12170467,0.116129873,0.572333382,4.928390686,0,,,,,,,,,
death,22-Apr,202216,all_ages_adj,all_types,208,137910920.2,158,52549485.95,0.150821994,0.300668974,1.993535328,0.104104716,0.572333382,5.497670067,0,,,,,,,,,
death,22-Apr,202217,11-May,all_types,0,5027812,0,13123651,0,0,,,,,0,,,,,,,,,
death,22-Apr,202217, 12-17,all_types,0,9448299,1,6176431,0,0.0161906,,,,,0,,,,,,,,,
death,22-Apr,202217,18-29,all_types,2,21385603,1,11471433.45,0.0093521,0.0087173,0.932124267,,,,1,,,,,,,,,
death,22-Apr,202217,30-49,all_types,9,39481657,14,12353459.15,0.0227954,0.113328581,4.971555752,,,,1,,,,,,,,,
death,22-Apr,202217,50-64,all_types,24,32213917,16,6190124.6,0.074501961,0.258476219,3.469388107,,,,1,,,,,,,,,
death,22-Apr,202217,65-79,all_types,85,23685151.05,59,2047197.8,0.358874638,2.881988248,8.030626702,,,,1,,,,,,,,,
death,22-Apr,202217,80+,all_types,139,6884575,82,1034612.95,2.019006257,7.925669208,3.92552979,,,,1,,,,,,,,,
death,22-Apr,202217,all_ages_adj,Janssen,9,10445424,173,49876932.95,0.086162132,0.346853725,4.025593585,0.09789579,0.653874355,6.679289821,0,,,,,,,,,
death,22-Apr,202217,all_ages_adj,Moderna,100,47816469,173,49876932.95,0.209132966,0.346853725,1.65853204,0.108445894,0.653874355,6.029498502,0,,,,,,,,,
death,22-Apr,202217,all_ages_adj,Pfizer,150,79878524,173,52396909.95,0.187785142,0.330172142,1.758244225,0.154873953,0.653861022,4.221891482,0,,,,,,,,,
death,22-Apr,202217,all_ages_adj,all_types,259,138127014.1,173,52396909.95,0.187508578,0.330172142,1.760837533,0.129303957,0.653861022,5.056775046,0,,,,,,,,,
